,Customer ID,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Referred a Friend_No,Referred a Friend_Yes,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
1937,2984-MIIZL,6,0.0,0.04225352112676056,0.14522904580916182,0.3411764705882353,0.5626865671641791,0.03497576736672051,0.0,0.0,0.008146502390089544,0.027561511225140032,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1938,5590-YRFJT,4,0.09090909090909091,0.2676056338028169,0.0,0.11764705882352941,0.06169154228855721,0.053542580198476804,0.0,0.0,0.0,0.03858845724779603,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1939,3677-TNKIO,3,0.0,0.18309859154929578,0.7251450290058011,0.611764705882353,0.5248756218905473,0.10330025386568198,0.0,0.0,0.1423674229673018,0.11708833766238112,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1940,3329-WDIOK,4,0.0,0.028169014084507043,0.0,0.29411764705882354,0.3218905472636816,0.015756981306254324,0.0,0.0,0.0,0.011205069752583632,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1941,2873-ZLIWT,6,0.09090909090909091,0.5492957746478874,0.04060812162432486,0.2235294117647059,0.6626865671641791,0.37898107546734366,0.0,0.0,0.02277878767476828,0.28122559161329924,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1942,3415-TAILE,1,0.09090909090909091,0.014084507042253521,0.545509101820364,0.6,0.4721393034825871,0.013333717978306023,0.0,0.0,0.01529993940618057,0.01400989130271166,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1943,1915-IOFGU,3,0.0,0.0,0.8279655931186237,0.03529411764705882,0.5199004975124378,0.00596584352642511,0.0,0.0,0.01161101012141206,0.007570676652745698,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1944,3045-XETSH,1,0.0,0.1267605633802817,0.865373074614923,0.24705882352941178,0.7621890547263681,0.10785252711747058,0.0,0.0,0.12135595502592068,0.11412379013846821,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1945,7239-HZZCX,3,0.0,0.0,0.5867173434686936,0.0,0.014925373134328358,0.0001096238172167089,0.0,0.0,0.008227855203213716,0.002318117273987747,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1946,7683-CBDKJ,6,0.09090909090909091,0.18309859154929578,0.9121824364872975,0.2235294117647059,0.4696517412935324,0.10602354027232865,0.0,0.0,0.1790883996499024,0.13000858004445567,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1947,0628-CNQRM,0,0.09090909090909091,0.29577464788732394,0.39607921584316863,0.2,0.4900497512437811,0.17600392337872145,0.0,0.0,0.12219753585134317,0.16376428125820583,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1948,7665-TOALD,3,0.0,0.0,0.28385677135427084,0.6941176470588235,0.5109452736318407,0.005861989383798754,0.0,0.0,0.0039806773042483,0.005220781436329547,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
1949,0112-QWPNC,8,0.09090909090909091,0.676056338028169,0.7911582316463291,0.11764705882352941,0.6577114427860696,0.46625317332102467,0.0,0.0,0.5436471868758276,0.4997449401989299,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1950,2777-PHDEI,3,0.0,0.0,0.5883176635327065,0.6941176470588235,0.5950248756218905,0.006837064389568428,0.0,0.06666666666666667,0.008250297358558317,0.008036474387814664,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1951,1196-AMORA,3,0.0,0.08450704225352113,0.7615523104620924,0.32941176470588235,0.5507462686567164,0.057835218093699514,0.0,0.0,0.07475762472227833,0.06398488707959037,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1952,4282-YMKNA,1,0.0,0.11267605633802817,0.32966593318663734,0.1411764705882353,0.5621890547263682,0.0793676436648973,0.0,0.0,0.041607756008887095,0.06970742550163156,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1953,5356-RHIPP,3,0.0,0.0,0.9099819963992799,0.0,0.019402985074626858,0.00016155088852988676,0.0,0.0,0.012761170582822775,0.0037071478627661194,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1954,0746-JTRFU,4,0.0,0.014084507042253521,0.0,0.8588235294117647,0.06766169154228857,0.004333025617355181,0.0,0.0,0.0,0.002926079488341677,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
1955,4628-CTTLA,3,0.0,0.7887323943661971,0.0,0.6941176470588235,0.20945273631840794,0.2414781906300484,0.0,0.5333333333333333,0.0,0.18147630285382646,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
1956,2876-VBBBL,3,0.0,0.0,0.21424284856971396,0.0,0.01990049751243781,0.00016732056312023994,0.0,0.0,0.003004443546758231,0.0008028111771386138,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1957,6834-NXDCA,4,0.0,0.16901408450704225,0.0,0.6235294117647059,0.056218905472636804,0.03254096468959151,0.0,0.0,0.0,0.02336849534787648,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1958,5597-GLBUC,1,0.0,0.0,0.4594918983796759,0.27058823529411763,0.6686567164179105,0.007690976228940688,0.0,0.0,0.006443703853318073,0.007280493862675804,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1959,2748-MYRVK,1,0.0,0.8732394366197183,0.16763352670534107,0.6941176470588235,0.8124378109452737,0.7060004615739672,0.0,0.0,0.1481013936578469,0.5555771125223492,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1960,4822-YCXMX,1,0.0,0.3380281690140845,0.16623324664932987,0.25882352941176473,0.6621890547263681,0.23363143318716825,0.0,0.0,0.0582794721605063,0.18647296616987147,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1961,9821-POOTN,0,0.09090909090909091,0.4788732394366197,0.9695939187837567,0.1411764705882353,0.5666666666666667,0.29510731594738054,0.0,0.0,0.4758999304293185,0.35551907596433513,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1962,6559-ILWKJ,5,0.09090909090909091,0.9859154929577465,0.0,0.29411764705882354,0.309452736318408,0.4034675744288022,0.0,0.6666666666666666,0.0,0.3005432355631971,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
1963,4229-CZMLL,1,0.0,0.07042253521126761,0.1264252850570114,0.12941176470588237,0.5636815920398011,0.052042464804985,0.0,0.0,0.010637581633340066,0.04067242126178502,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1964,3663-MITLP,1,0.0,0.19718309859154928,0.33646729345869175,0.3058823529411765,0.8258706467661692,0.16598776828986847,0.0,0.0,0.07077694741803003,0.1411768542847538,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1965,9025-ZRPVR,3,0.0,0.11267605633802817,0.99499899979996,0.0,0.006965174129353227,0.019247634433417954,0.0,0.0,0.1255806907695415,0.0511708499261581,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1966,3285-UCQVC,6,0.0,0.5070422535211268,0.0,0.11764705882352941,0.10298507462686568,0.11017193630279253,0.0,0.0,0.0,0.07962799737079339,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1967,3737-GCSPV,8,0.45454545454545453,0.14084507042253522,0.5377075415083016,0.2235294117647059,0.7756218905472637,0.13884721901684746,0.0,0.0,0.082946206153639,0.12513568345155288,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1968,4088-YLDSU,1,0.09090909090909091,0.7605633802816901,0.21224244848969792,0.8941176470588236,0.854726368159204,0.6605411954765751,0.0,0.0,0.16370149689176147,0.5272830360980701,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1969,5797-APWZC,1,0.0,0.0,0.6337267453490698,0.25882352941176473,0.7199004975124378,0.008285252711747057,0.0,0.0,0.008887093516461322,0.008439552499669677,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1970,3683-QKIUE,3,0.0,0.07042253521126761,0.4382876575315063,0.1411764705882353,0.32388059701492533,0.031069697669051464,0.0,0.0,0.036878071770012795,0.03329575731018115,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1971,4228-ZGYUW,1,0.0,0.04225352112676056,0.2448489697939588,0.12941176470588237,0.7144278606965174,0.040306946688206786,0.0,0.2,0.01373459907089477,0.0355996581362404,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0
1972,3519-ZKXGG,6,0.09090909090909091,0.028169014084507043,0.8869773954790958,0.3411764705882353,0.5731343283582089,0.027440572351719365,0.0,0.0,0.03731569379923248,0.030796171259694364,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1973,6416-TVAIH,6,0.09090909090909091,0.0,0.6125225045009002,0.12941176470588237,0.5,0.005735056542810986,0.0,0.0,0.00858973495814538,0.006502770534822772,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1974,5108-ADXWO,3,0.0,0.14084507042253522,0.7777555511102221,0.35294117647058826,0.5497512437810945,0.08919339949226864,0.0,0.0,0.11997576247222784,0.10018999864525616,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1975,3066-RRJIO,3,0.0,0.0,0.2608521704340868,0.5411764705882353,0.5144278606965175,0.005902377105931226,0.0,0.0,0.003658071321169685,0.00515388050490133,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1976,6715-OFDBP,5,0.0,0.056338028169014086,0.285257051410282,0.3058823529411765,0.5154228855721392,0.037802907915993535,0.0,0.0,0.020001570950874122,0.033144393952824806,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1977,1567-DSCIC,1,0.0,0.09859154929577464,0.47789557911582314,0.16470588235294117,0.753731343283582,0.08710477729056082,0.0,0.0,0.05361430911824772,0.0788937596483687,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1978,2150-UWTFY,3,0.09090909090909091,0.29577464788732394,0.8597719543908781,0.35294117647058826,0.426865671641791,0.16192591737825987,0.0,0.5333333333333333,0.26525505509549135,0.2028979810971418,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1979,2683-BPJSO,0,0.0,0.39436619718309857,0.5675135027005401,0.1411764705882353,0.6587064676616916,0.28251788599123007,0.0,0.0,0.23079793083327724,0.2733296091814838,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1980,2157-MXBJS,8,0.09090909090909091,0.16901408450704225,0.8245649129825965,0.9647058823529412,0.5676616915422885,0.11200669282252482,0.0,0.0,0.15032316703696225,0.12576956977683523,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1981,1087-UDSIH,3,0.0,0.028169014084507043,0.2656531306261252,0.0,0.013432835820895536,0.004725363489499193,0.0,0.0,0.011176193361610449,0.006542074832036849,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1982,5445-PZWGX,2,0.0,0.8591549295774648,0.16163232646529305,0.24705882352941178,0.8333333333333334,0.7512635587352873,0.0,0.7333333333333333,0.14053277676788078,0.5953221196222105,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
1983,9170-CCKOU,6,0.09090909090909091,0.22535211267605634,0.24124824964993,0.10588235294117647,0.7159203980099503,0.16563004846526658,0.0,0.0,0.05751363360937185,0.13696376812806177,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1984,1043-YCUTE,3,0.09090909090909091,0.7746478873239436,0.2640528105621124,0.0,0.06865671641791044,0.15097507500576968,0.0,0.0,0.20736551538409748,0.17101466970173893,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
1985,3814-MLAXC,3,0.0,0.4225352112676056,0.3326665333066613,0.1411764705882353,0.6129353233830845,0.2752538656819755,0.0,0.0,0.14462005431001593,0.2423753844712903,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1986,1226-UDFZR,3,0.0,0.014084507042253521,0.4256851370274055,0.3058823529411765,0.3119402985074627,0.011066235864297254,0.0,0.0,0.011939226643326827,0.011364795726368499,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1987,5442-UTCVD,1,0.0,0.028169014084507043,0.8745749149829966,0.24705882352941178,0.7323383084577114,0.02749249942303254,0.0,0.0,0.03679391368747054,0.030678258368052134,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1988,7734-DBOAI,6,0.09090909090909091,0.0,0.0,0.1411764705882353,0.2174129353233831,0.0024578813754904225,0.0,0.06666666666666667,0.0,0.002403415961558725,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1989,2114-MGINA,1,0.0,0.18309859154929578,0.20604120824164834,0.3411764705882353,0.7119402985074627,0.128121393953381,0.0,0.0,0.04045198500864024,0.10469494011530377,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1990,4489-SNOJF,6,0.09090909090909091,0.4788732394366197,0.505501100220044,0.9647058823529412,0.5373134328358209,0.29422455573505657,0.0,0.0,0.24811205368163558,0.2869748904079117,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1991,2187-LZGPL,4,0.0,0.08450704225352113,0.0,0.2235294117647059,0.2174129353233831,0.03167551350103854,0.0,0.0,0.0,0.02274129911573694,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1992,9019-QVLZD,3,0.0,0.0,0.6427285457091418,0.17647058823529413,0.6099502487562188,0.0070101546272790215,0.0,0.06666666666666667,0.009013330640274693,0.008389376801098514,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1993,3707-LRWZD,6,0.0,0.43661971830985913,0.8053610722144429,0.16470588235294117,0.6547263681592039,0.31883798753750286,0.0,0.0,0.3614084696694271,0.3385864502198532,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
1994,1455-ESIQH,1,0.0,0.0,0.3212642528505701,0.03529411764705882,0.7049751243781094,0.008112162474036464,0.0,0.0,0.004505262685428308,0.0070078725671058155,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1995,2979-SXESE,6,0.09090909090909091,0.22535211267605634,0.5159031806361272,0.1411764705882353,0.7577114427860697,0.18329102238633743,0.0,0.0,0.12299142709665838,0.1692819355777481,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1996,4013-TLDHQ,3,0.0,0.2535211267605634,0.4052810562112423,0.29411764705882354,0.5970149253731343,0.16987652896376645,0.0,0.0,0.10798604097937568,0.15508723045196599,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1997,6121-VZNQB,3,0.0,0.0,0.6959391878375675,0.0,0.008457711442786084,3.4618047542118706e-05,0.0,0.0,0.00975953230548262,0.0027203591241999068,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1998,6996-KNSML,6,0.0,0.0,0.7051410282056411,0.35294117647058826,0.5636815920398011,0.0064735748903761835,0.0,0.0,0.009888574698714065,0.007425167126889325,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1999,2592-SEIFQ,3,0.0,0.028169014084507043,0.0,0.21176470588235294,0.06467661691542288,0.00555619663051004,0.0,0.0,0.0,0.003812516829765563,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2000,8642-GVWRF,6,0.09090909090909091,0.014084507042253521,0.5773154630926185,0.3058823529411765,0.6114427860696517,0.016870528502192474,0.0,0.0,0.016192015081128393,0.016838964440482423,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2001,3400-ESFUW,6,0.09090909090909091,0.7605633802816901,0.1760352070414083,0.5647058823529412,0.39104477611940297,0.3493653357950611,0.0,0.4,0.13577503983482575,0.29846512538070813,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
2002,2057-ZBLPD,1,0.2727272727272727,0.28169014084507044,0.8445689137827564,0.3411764705882353,0.6791044776119403,0.20654281098546043,0.0,0.0,0.24872079714535786,0.22361301825224664,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
2003,5502-RLUYV,1,0.09090909090909091,0.9577464788732394,0.7441488297659532,0.3176470588235294,0.8527363184079603,0.8571543964920378,0.0,0.0,0.7200565542314685,0.8356210664342975,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
2004,9039-RBEEE,6,0.0,0.5352112676056338,0.0,0.5647058823529412,0.3054726368159204,0.21486845141933994,0.0,0.0,0.0,0.15550201622682092,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2005,8417-FMLZI,8,0.09090909090909091,0.07042253521126761,0.5383076615323065,0.07058823529411765,0.6497512437810945,0.05293676436648973,0.0,0.0,0.04529388002423753,0.051651700370798415,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
2006,0515-YPMCW,3,0.0,0.0,0.8575715143028605,0.09411764705882353,0.5194029850746269,0.005960073851834757,0.0,0.06666666666666667,0.012026189995287147,0.00852652371052636,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
2007,0378-XSZPU,6,0.09090909090909091,0.8028169014084507,0.3444688937787557,0.24705882352941178,0.41840796019900495,0.40906992845603507,0.0,0.0,0.2801790883996499,0.37976313725227845,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
2008,4729-XKASR,3,0.0,0.0,0.0,0.6705882352941176,0.06467661691542288,0.0006865912762520193,0.0,0.0,0.0,0.000283492696927073,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2009,5449-FIBXJ,1,0.09090909090909091,0.2535211267605634,0.5609121824364872,0.25882352941176473,0.8462686567164179,0.2300830833141011,0.0,0.0,0.14945353351735902,0.2110808012724557,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
2010,9837-BMCLM,3,0.0,0.028169014084507043,0.6377275455091018,0.08235294117647059,0.599502487562189,0.02576159704592661,0.0,0.0,0.02682959671446846,0.026453464548360173,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
2011,0137-UDEUO,3,0.0,0.028169014084507043,0.5151030206041208,0.0,0.01592039800995026,0.0051869374567274406,0.0,0.0,0.021670706254628695,0.010005034295089974,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
2012,4925-LMHOK,0,0.0,0.19718309859154928,0.29585917183436683,0.6941176470588235,0.4014925373134329,0.10626586660512348,0.0,0.0,0.06223490203999192,0.09534971625642459,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
2013,1455-UGQVH,1,0.09090909090909091,0.1267605633802817,0.021804360872174435,0.21176470588235294,0.7985074626865671,0.11758019847680591,0.0,0.0,0.0030577436657016543,0.08590832230861736,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
2014,8280-MQRQN,3,0.0,0.0,0.47409481896379274,0.2,0.3203980099502488,0.003652204015693515,0.0,0.0,0.006648488520837542,0.004414625212619524,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
