,Customer,clust,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
340,VE89726,1,1,0,0,3,3,4,0,1,2,1,3,2,1,3,1,0.07524364326784218,0.0,0.24472573839662448,0.17142857142857143,0.48484848484848486,0.2,0.875,0.29611453103104224
341,GE87503,0,1,0,2,3,54,1,1,1,1,1,5,3,2,3,2,0.20033969917984526,0.5370020303857733,0.3924050632911392,0.5714285714285714,0.9797979797979798,0.0,0.125,0.25546666306568955
342,PX90263,2,3,0,0,3,34,4,1,1,2,1,5,0,1,0,1,0.039588107756001474,0.0,0.046413502109704644,0.05714285714285714,0.2222222222222222,0.0,0.5,0.17914821708992523
343,NI17718,0,1,0,0,3,58,4,0,1,2,1,5,1,3,0,1,0.0030968813325846366,0.0,0.0,0.8,0.31313131313131315,0.0,0.0,0.1011706744625139
344,FY32213,0,1,1,0,3,50,1,0,1,2,1,5,1,2,0,1,0.045407116432644036,0.7446814894830017,0.04219409282700422,0.7142857142857143,0.29292929292929293,0.0,0.25,0.1177616409789844
345,RZ13254,1,2,0,0,0,3,4,0,1,2,1,3,1,1,0,0,0.06956894366679366,0.0,0.05063291139240506,0.6571428571428571,0.9191919191919192,0.0,0.125,0.12107983428227849
346,GN45013,0,3,0,0,3,52,2,1,1,1,1,3,0,0,0,1,0.04283382093071555,0.29669637231073903,0.04219409282700422,0.02857142857142857,0.696969696969697,0.0,0.25,0.1177616409789844
347,UB16654,0,4,0,0,4,43,0,1,2,0,1,5,3,3,0,1,0.03463885305695655,0.1568297976615557,0.012658227848101266,0.5714285714285714,0.29292929292929293,0.0,0.875,0.09013764820148285
348,KU84464,1,2,0,1,0,5,1,0,0,1,1,5,0,2,0,1,0.09240823967647535,0.472809833868435,0.0759493670886076,0.4857142857142857,0.1717171717171717,0.6,0.125,0.022276092775580077
349,YH43527,0,3,0,1,1,53,1,0,1,1,0,1,3,0,0,1,0.020973936850430166,0.2158910192936658,0.1308016877637131,1.0,0.6161616161616161,0.0,0.0,0.15260267066357247
350,RO30676,0,1,0,2,1,45,0,0,0,1,1,5,0,0,0,1,0.07202225290884111,0.2383152799031816,0.189873417721519,0.5142857142857142,0.7777777777777778,0.4,0.25,0.013069401145617505
351,QL59704,3,0,0,0,1,15,1,0,2,1,0,2,1,1,0,1,0.2646148567106954,0.6991928466408618,0.05485232067510549,0.9714285714285714,0.32323232323232326,0.4,0.125,0.07008348886468645
352,QH19450,0,1,0,0,3,53,4,0,1,2,0,2,0,2,0,2,0.008107476091911375,0.0,0.046413502109704644,0.2,0.7777777777777778,0.0,0.0,0.11942073763063145
353,HR85211,1,4,0,0,4,2,1,0,0,1,1,5,1,3,5,1,0.03960785019555964,0.898960802552485,0.008438818565400843,0.4857142857142857,0.20202020202020202,0.0,0.25,0.03246689728623984
354,UV54502,2,4,0,0,3,36,4,0,1,1,1,5,3,1,0,0,0.007856532654613403,0.0,0.03375527426160337,0.2571428571428571,0.898989898989899,0.0,0.0,0.1144434476756903
355,WB38524,1,1,0,0,3,0,1,1,1,1,1,5,1,1,5,2,0.01316001701568576,0.4613976655564557,0.05485232067510549,0.7714285714285715,0.2828282828282828,0.0,0.0,0.12273893093392554
356,CE56187,3,3,0,0,4,21,1,0,2,0,1,4,1,1,3,1,0.030273811613804456,0.5452435962832938,0.20253164556962025,0.14285714285714285,0.36363636363636365,0.6,0.0,0.09890149029673644
357,JL19416,3,1,0,2,3,16,4,0,1,2,1,5,0,0,3,1,0.04895529304117455,0.0,0.4219409282700422,0.8285714285714286,0.010101010101010102,0.0,0.0,0.4006376200848064
358,JZ61422,0,2,0,0,1,54,1,0,1,2,1,4,0,0,0,1,0.04143795550986832,0.9668637041037798,0.02109704641350211,0.05714285714285714,0.9595959595959596,0.0,0.25,0.10946615772074915
359,LA13377,3,1,0,0,2,14,1,1,1,1,1,5,3,2,0,2,0.04435717171123839,0.7889398985807303,0.03375527426160337,0.2571428571428571,0.6767676767676768,0.2,0.375,0.1612337031087971
360,NC99948,2,2,0,0,1,24,4,1,1,2,1,3,2,2,0,1,0.17703721970529285,0.0,0.03375527426160337,0.6,0.8686868686868687,0.0,0.125,0.1144434476756903
361,QD34785,1,0,1,1,0,7,4,0,1,1,1,3,1,0,0,2,0.046422257391166705,0.0,0.06329113924050633,0.22857142857142856,0.4444444444444444,0.0,0.25,0.12605712423721965
362,RO26085,0,1,0,0,0,48,4,0,1,2,1,4,1,0,4,0,0.12530431382660812,0.0,0.21518987341772153,0.8,0.30303030303030304,0.0,0.125,0.4328539018350414
363,ES57969,0,3,1,0,0,58,2,1,1,2,1,4,0,0,0,1,0.006822805341961055,0.2974065072363749,0.03375527426160337,0.08571428571428572,0.9292929292929293,0.0,0.0,0.1144434476756903
364,JK55587,2,1,0,0,3,36,2,1,1,1,2,8,0,1,0,0,0.03902440736854461,0.2308638641341855,0.016877637130801686,0.5142857142857142,0.9090909090909091,0.0,0.75,0.1078070610691021
365,RN97635,0,0,0,1,0,48,1,1,1,0,0,1,0,2,0,2,0.01617357493125326,0.5399425890919275,0.08016877637130802,0.42857142857142855,0.6262626262626263,0.0,0.0,0.14564983072681018
366,BI76326,0,1,0,2,1,55,1,0,2,2,1,5,1,2,3,2,0.12744283607635162,0.5214490753243116,0.4008438818565401,0.17142857142857143,0.8686868686868687,0.0,1.0,0.14876806348003532
367,JA34909,2,1,1,0,1,35,2,0,1,1,0,2,1,2,0,1,0.010121940527139451,0.17579340074614178,0.04219409282700422,0.8285714285714286,0.7070707070707071,0.0,0.0,0.1377063842741852
368,OJ90342,0,3,0,0,0,54,1,0,0,1,1,5,1,3,0,1,0.0068703339411647,0.2949160340464688,0.004219409282700422,0.5428571428571428,0.7373737373737373,0.0,0.0,0.0026088451473018606
369,CM88932,3,3,1,1,4,21,1,0,0,1,0,1,0,1,0,0,0.020347427621434808,0.5856812794430942,0.11392405063291139,0.11428571428571428,0.8383838383838383,0.0,0.0,0.019152722007411853
370,JJ97525,1,1,1,0,0,15,1,1,1,1,1,3,1,2,5,1,0.037230011151490106,0.2563687100549104,0.008438818565400843,0.7714285714285715,0.5252525252525253,0.0,0.75,0.1213808459160125
371,XV21647,1,1,0,0,3,8,4,0,1,2,1,3,0,1,4,1,0.07538549261777697,0.0,0.21518987341772153,0.2,0.42424242424242425,0.0,1.0,0.27869401618874823
372,MC83487,3,0,0,0,0,17,0,1,1,2,0,2,0,0,0,1,0.029215085177244162,0.18771566597653555,0.029535864978902954,0.5428571428571428,0.5353535353535354,0.6,0.25,0.22375530595138488
373,BL90769,3,1,1,0,0,23,1,0,1,0,1,5,0,3,3,1,0.3877730598689076,0.33196307298386696,0.189873417721519,0.5142857142857142,0.9595959595959596,0.0,0.125,0.17583002378663115
374,CR57148,0,3,0,0,4,46,1,0,0,1,1,5,1,1,5,1,0.049891989789546884,0.4795411128114342,0.05485232067510549,0.9142857142857143,0.3939393939393939,0.0,0.25,0.04435982815714252
375,CP85232,0,0,0,1,1,48,1,1,0,1,2,8,0,0,3,2,0.526818683855715,0.5878916994228903,0.2742616033755274,0.17142857142857143,0.6262626262626263,0.0,0.125,0.10436235162241098
376,YL74732,2,1,0,0,3,29,0,0,1,1,1,4,3,3,3,1,0.023752582792612255,0.15194887028535423,0.16455696202531644,0.02857142857142857,0.0707070707070707,0.0,0.0,0.16587544387674885
377,FG16766,1,1,0,2,0,13,1,0,1,1,1,4,3,1,3,1,0.06066663746792718,0.5186885508246567,0.4641350210970464,0.0,0.21212121212121213,0.0,0.0,0.34670337189421785
378,NV55438,2,2,0,0,3,39,3,0,1,2,1,5,1,0,5,1,0.04159854774606013,0.23426451025694883,0.046413502109704644,0.7142857142857143,0.7676767676767676,0.0,0.25,0.17914821708992523
379,RM10880,2,1,1,1,1,26,1,0,1,0,0,2,0,1,0,1,0.014718681080622353,0.2160810554005261,0.0759493670886076,0.4,0.2828282828282828,0.0,0.0,0.1310344141921608
380,GL56175,0,0,0,1,1,49,1,1,2,1,1,3,1,2,0,1,0.02077560612572584,0.793130694832018,0.12236286919831224,0.6285714285714286,0.020202020202020204,0.0,0.0,0.08442834026303037
381,UK52289,2,0,1,0,0,29,1,0,2,1,2,8,1,0,0,1,0.00840504636777857,0.7674558166051549,0.012658227848101266,0.05714285714285714,0.6868686868686869,0.0,0.0,0.06959772126476044
382,LL45497,2,4,0,0,1,35,1,0,1,1,1,4,1,3,5,1,0.007242307169484785,0.6729478600934178,0.004219409282700422,0.8285714285714286,0.2727272727272727,0.0,0.0,0.10282977111416096
383,BC62782,1,0,0,0,1,12,1,0,1,1,1,5,3,2,3,2,0.14341207152959218,0.4854322321241036,0.22784810126582278,0.8285714285714286,0.797979797979798,0.2,0.125,0.19076189365145457
384,YM57893,0,4,0,2,2,49,1,1,1,1,1,4,0,2,5,2,0.03423291769918757,0.776927616247087,0.2320675105485232,0.9142857142857143,0.8181818181818182,0.0,0.0,0.2562334716146956
385,JP30654,2,3,0,0,1,40,1,0,1,2,1,5,2,0,3,1,0.3289780698878287,0.48421200028005323,0.18143459915611815,0.42857142857142855,0.23232323232323232,0.0,0.125,0.24448580467935357
386,RA66180,3,4,0,0,3,21,1,0,2,1,0,1,0,1,5,1,0.010635544456563699,0.3384343025174783,0.046413502109704644,0.8285714285714286,0.5454545454545454,0.8,0.0,0.10558656240327693
387,EN60878,2,3,0,1,0,28,0,1,2,2,1,4,0,1,0,1,0.052624855795092386,0.2371650613616587,0.10126582278481013,0.05714285714285714,0.20202020202020202,0.0,0.25,0.12997204587014705
388,JF36291,1,1,1,0,1,9,3,1,1,1,1,5,1,0,4,1,0.02426259482182685,0.28147347996119265,0.18565400843881857,0.5142857142857142,0.5050505050505051,0.0,0.0,0.2425078182449705
389,BK59444,0,1,0,0,4,50,1,0,0,2,1,4,1,1,0,1,0.20915967431839866,0.7220971984677088,0.029535864978902954,0.22857142857142856,0.6161616161616161,0.0,0.125,0.05256752238992668
390,MK70700,0,1,0,0,4,53,1,1,2,1,1,3,1,1,0,1,0.044890163162718835,0.6820995989237956,0.03375527426160337,0.02857142857142857,0.8181818181818182,0.0,0.25,0.06108254906904248
391,IW71076,0,1,0,0,0,43,1,1,0,1,0,2,1,0,0,0,0.03823347572946704,0.7526229983696903,0.008438818565400843,0.37142857142857144,0.7171717171717171,0.0,0.5,0.03607001140526291
392,AP98768,0,1,0,1,1,55,4,0,1,2,1,3,0,0,0,2,0.10493324647670235,0.0,0.15611814345991562,0.2571428571428571,0.5050505050505051,0.0,0.125,0.3254660433343305
393,OM24164,0,2,0,0,0,51,4,1,1,2,1,4,0,0,5,1,0.003704038604959296,0.0,0.016877637130801686,0.14285714285714285,0.1919191919191919,0.2,0.0,0.16172770224763122
394,QP84605,0,4,0,2,0,46,1,0,0,0,0,0,0,2,0,1,0.08365537649013288,0.4155389524009562,0.2109704641350211,0.11428571428571428,0.47474747474747475,0.0,0.25,0.041894897546791286
395,VC87846,1,3,0,1,3,9,1,1,1,0,0,2,2,0,0,1,0.06860472795393467,0.4700693131695022,0.14767932489451477,0.37142857142857144,0.98989898989899,0.0,0.625,0.15923905727016066
396,ZM92052,2,3,0,0,0,39,1,1,0,2,1,4,2,0,5,2,0.008781020756714993,0.5710985087166561,0.02531645569620253,0.5714285714285714,0.37373737373737376,0.0,0.0,0.023421216492932845
397,ON73702,1,0,0,0,0,15,1,0,2,1,0,2,0,0,3,2,0.08820905877157961,0.33903441653914246,0.22362869198312235,0.42857142857142855,0.6767676767676768,0.0,0.875,0.18655988677295807
398,QQ90441,1,2,1,2,3,8,1,0,1,2,1,3,0,0,0,1,0.14581053019980855,0.5921825146777888,0.2320675105485232,0.6571428571428571,0.21212121212121213,0.0,0.125,0.1924209903031016
399,HU35721,2,3,0,0,3,29,1,1,1,0,1,5,3,0,0,1,0.0120207151937633,0.4017863394044868,0.05063291139240506,0.22857142857142856,0.7878787878787878,0.0,0.0,0.12107983428227849
400,XH85336,1,4,1,0,0,1,1,1,1,0,1,5,0,0,0,1,0.044825518243292194,0.6781088406797291,0.03375527426160337,0.02857142857142857,0.7878787878787878,0.0,1.0,0.1144434476756903
401,ZH17561,1,4,0,1,0,13,2,0,1,0,0,1,0,1,3,1,0.03929291139926804,0.21669117132255128,0.31645569620253167,0.0,0.25252525252525254,0.0,0.0,0.2646295873803365
402,AG85615,1,3,0,1,1,5,4,1,1,2,2,6,0,3,0,1,0.2731988878519091,0.0,0.10970464135021098,0.2571428571428571,0.7575757575757576,0.0,0.125,0.21647789175198384
403,OY74069,1,0,0,0,1,3,4,0,1,2,1,4,3,2,0,1,0.020141283087042966,0.0,0.02531645569620253,0.34285714285714286,0.6767676767676768,1.0,0.75,0.1111252543723962
404,DJ91267,2,2,0,1,0,33,1,0,0,1,1,5,0,0,2,2,0.3339568809743157,0.342325041757934,0.7721518987341772,0.8285714285714286,0.2222222222222222,0.0,0.125,0.17085101390149446
405,KB72438,0,1,0,1,3,51,1,0,0,1,1,5,2,2,3,1,0.22027228314930133,0.660015402926556,0.2616033755274262,0.11428571428571428,0.43434343434343436,0.2,0.125,0.03990337564889184
406,TR67616,1,3,0,0,3,2,1,1,0,2,0,2,1,3,0,1,0.03479615242014478,0.30691831447975115,0.0,0.6285714285714286,0.45454545454545453,0.0,0.25,0.006857590506700944
407,GF65731,0,1,0,0,4,52,4,0,1,1,1,5,0,2,4,0,0.4131268991354989,0.0,0.21940928270042195,0.42857142857142855,0.06060606060606061,0.0,0.125,0.27645656570288485
408,HB67642,1,0,1,0,3,2,1,0,1,1,1,3,1,0,4,1,0.4017490663501969,0.20093817825386823,0.20253164556962025,0.2857142857142857,0.5959595959595959,0.0,0.125,0.1808073137415723
409,DP84567,1,1,0,0,3,13,4,1,1,1,1,3,2,0,2,0,0.2249649026395961,0.0,0.5147679324894515,0.17142857142857143,0.16161616161616163,0.0,0.125,0.303580465963454
410,VV77534,3,3,0,2,1,15,1,1,2,1,1,5,2,2,3,1,0.1483347804749588,0.7710865064362229,0.48523206751054854,0.7142857142857143,0.29292929292929293,0.0,0.5,0.15359490585931487
411,GL67540,1,1,0,0,1,3,1,0,2,1,1,5,0,0,0,1,0.04919820343047203,0.9743151198727759,0.05063291139240506,0.6,0.8080808080808081,0.0,0.625,0.0928820989223168
412,SV50502,1,3,0,0,4,11,1,0,1,1,0,1,3,1,0,1,0.04541258309552146,0.7920404876926616,0.03375527426160337,0.17142857142857143,0.9797979797979798,0.0,0.375,0.1144434476756903
413,UK59698,0,1,0,0,3,58,4,0,1,0,1,5,2,1,5,1,0.004866864015047679,0.0,0.004219409282700422,0.14285714285714285,0.31313131313131315,0.0,0.0,0.10282977111416096
414,OA57352,2,0,1,1,1,31,3,0,1,0,1,4,0,1,0,1,0.053739964954093736,0.18580530300757145,0.10548523206751055,0.6,0.7676767676767676,0.0,0.625,0.14264809075369014
415,ZF84449,0,3,0,0,1,42,4,0,1,2,2,6,0,0,4,1,0.0224582992433512,0.0,0.21518987341772153,0.2,0.3434343434343434,0.2,0.0,0.27869401618874823
416,VH31965,1,4,0,0,0,13,1,1,1,1,1,3,0,2,0,1,0.041596711864666125,0.4079075024254608,0.02531645569620253,0.37142857142857144,0.43434343434343436,0.2,1.0,0.1111252543723962
417,HG39060,3,3,0,0,0,17,4,1,1,2,0,1,0,2,0,1,0.039454460647784295,0.0,0.05485232067510549,0.9714285714285714,0.5151515151515151,0.0,0.375,0.18412550704486635
418,EM29359,0,2,0,0,1,46,2,1,1,1,1,3,1,3,1,0,0.06421168460059472,0.17486322401256238,0.5147679324894515,0.6857142857142857,0.6363636363636364,0.0,0.0,0.45538780958915903
419,SF57173,3,3,0,0,4,16,1,1,1,1,1,5,3,0,3,1,0.03320291822383239,0.8441003790720237,0.22362869198312235,0.2571428571428571,0.3838383838383838,0.0,0.0,0.23894910397186142
420,OT47603,0,3,0,1,1,48,4,1,1,1,1,4,1,0,4,1,0.08912521318967905,0.0,0.27848101265822783,0.08571428571428572,0.9393939393939394,0.0,0.25,0.27814508297719753
421,SW31412,2,3,0,0,1,38,1,0,1,1,1,5,2,0,0,2,0.15854678847797782,0.4144787509626829,0.004219409282700422,0.5714285714285714,0.8080808080808081,0.2,0.125,0.10282977111416096
422,JS36322,1,0,0,1,3,7,4,1,1,2,1,5,0,0,4,2,0.08601125616203048,0.0,0.31645569620253167,0.4,0.696969696969697,0.2,0.875,0.3770177316068708
423,RE81445,0,3,0,0,1,49,1,0,0,1,1,4,2,1,5,1,0.04711671766366442,0.9815064862323841,0.04219409282700422,0.2857142857142857,0.6161616161616161,0.0,0.25,0.01745094129230469
424,RM24280,0,3,0,2,3,46,4,0,1,1,1,4,2,0,0,1,0.02799659622547019,0.0,0.21518987341772153,0.11428571428571428,0.494949494949495,0.0,0.0,0.18578460369651345
425,LC25393,1,1,0,1,0,6,1,1,0,1,1,5,0,2,1,2,0.3178081309503723,0.8823676498534722,0.7130801687763713,0.8,0.6363636363636364,0.0,0.125,0.05234086144441056
426,UX38930,0,0,0,1,4,57,1,0,2,1,1,5,1,1,3,1,0.10397412380543489,0.5833808423600484,0.2869198312236287,0.8857142857142857,0.050505050505050504,0.0,0.25,0.11993089187746585
427,HD95496,0,3,0,0,4,46,1,1,2,1,1,3,3,0,5,1,0.07311906839170262,0.2595493143697302,0.02109704641350211,0.7714285714285715,0.010101010101010102,0.0,0.125,0.0938767080088516
428,RX24650,2,3,1,1,3,33,3,1,1,0,0,2,1,0,3,1,0.035306753108896465,0.2099698942799132,0.3037974683544304,1.0,0.9090909090909091,0.0,0.0,0.22062563338110147
429,DW19309,0,3,0,2,3,55,1,1,1,1,0,0,0,0,3,1,0.15140482423553703,0.657384903131595,0.48945147679324896,1.0,0.9090909090909091,0.0,0.75,0.2936258860535717
430,EG48956,0,4,0,0,1,54,4,1,1,1,1,4,1,2,5,0,0.026196316790287423,0.0,0.008438818565400843,1.0,0.5959595959595959,0.6,0.25,0.22099166812341975
431,UF88986,1,4,0,0,1,11,1,0,1,2,1,3,0,1,5,1,0.011014720999625255,0.39790560206439224,0.046413502109704644,0.8,0.43434343434343436,0.0,0.0,0.11942073763063145
432,DB42794,0,1,1,2,1,45,1,1,1,1,1,3,1,1,0,1,0.03027143645430156,0.5885318210459988,0.20675105485232068,0.17142857142857143,0.7474747474747475,0.0,0.0,0.18246641039321934
433,JB50798,1,3,0,1,4,9,1,0,1,2,0,2,1,0,4,1,0.0948884436334751,0.2563387043538272,0.26582278481012656,0.08571428571428572,0.7070707070707071,0.4,0.625,0.20569376351627805
434,JY45873,0,4,1,1,0,46,1,0,1,2,0,1,1,0,3,1,0.03827953257544046,0.48576229483601885,0.2911392405063291,0.34285714285714286,0.15151515151515152,0.0,0.0,0.21564834342616032
435,TE35785,0,1,0,0,2,54,4,1,1,1,1,5,0,1,2,0,0.062023547438499256,0.0,0.569620253164557,0.0,0.7373737373737373,0.4,0.0,0.46211526919563317
436,CM55703,0,4,0,0,1,58,1,0,1,0,1,5,0,0,5,1,0.012267509670025,0.3375241295846211,0.05485232067510549,0.02857142857142857,0.06060606060606061,0.2,0.0,0.12273893093392554
437,QN65180,0,3,0,1,0,42,1,0,0,1,1,3,2,2,0,0,0.2456901788845571,0.2225822906352207,0.0759493670886076,0.6285714285714286,0.7575757575757576,0.0,0.125,0.043238610294314306
438,GE47180,2,2,0,0,3,29,1,1,0,1,1,5,2,0,4,1,0.08757268496062212,0.65986537442114,0.21940928270042195,0.08571428571428572,0.43434343434343436,0.0,0.25,0.0812687631668913
439,VQ38776,2,3,0,1,1,27,4,0,1,2,1,5,1,0,0,0,0.04182563813595947,0.0,0.06329113924050633,0.5142857142857142,0.6363636363636364,0.0,0.25,0.1366135103494247
440,ZY90118,0,4,0,2,1,45,2,1,1,1,0,0,0,2,0,2,0.027845019286816673,0.1716426120962983,0.21940928270042195,0.02857142857142857,0.2222222222222222,0.2,0.0,0.18744370034816046
441,IN17648,0,2,0,0,3,43,4,1,1,2,1,3,0,0,5,1,0.0396151846455636,0.0,0.05485232067510549,0.02857142857142857,0.6262626262626263,0.0,0.75,0.2670798249616117
442,DF95759,1,3,0,1,1,3,4,1,1,1,1,5,1,0,3,1,0.09326513875092658,0.0,0.29957805907172996,0.2571428571428571,0.8585858585858586,0.0,0.625,0.21896653672945443
443,QG45324,2,3,0,0,3,27,4,0,1,1,1,4,0,0,0,1,0.07745375103911702,0.0,0.05063291139240506,0.2571428571428571,0.1414141414141414,0.0,0.125,0.12107983428227849
444,MN61620,3,0,0,1,1,20,1,0,0,2,1,4,0,3,4,2,0.09799269802715803,0.67764875326312,0.29535864978902954,0.11428571428571428,0.40404040404040403,0.8,1.0,0.058212911556003624
445,YH86390,1,1,0,0,0,4,0,0,1,0,0,2,1,0,0,1,0.03582335933336533,0.2540282653704204,0.012658227848101266,0.8571428571428571,0.8080808080808081,0.0,0.625,0.10614796441745504
446,FY13480,2,1,0,1,3,33,4,1,1,2,1,5,0,3,0,1,0.0537780332948272,0.0,0.11392405063291139,0.8571428571428571,0.1919191919191919,0.0,0.375,0.21896653672945443
447,YH61661,2,1,0,0,3,27,1,1,1,1,2,6,1,1,3,1,0.07813873712662388,0.33327332193116693,0.18565400843881857,0.17142857142857143,0.020202020202020204,0.0,0.25,0.1741709271349841
448,NL93182,1,2,0,1,0,9,4,1,1,2,0,2,1,3,0,2,0.008000287064152886,0.0,0.07172995780590717,0.37142857142857144,0.32323232323232326,0.0,0.0,0.2922619848649592
449,UM45563,3,4,0,0,0,16,1,1,0,2,1,4,1,2,3,1,0.031987670344299945,0.6881107410407977,0.22362869198312235,0.5428571428571428,0.696969696969697,0.0,0.0,0.032081483258094914
450,WE68644,3,3,0,0,0,15,2,0,1,1,1,5,0,1,4,1,0.023406307040578993,0.20328862483871935,0.16455696202531644,0.11428571428571428,0.06060606060606061,0.0,0.0,0.23095833870015092
451,EZ30498,2,3,0,0,0,30,2,1,1,1,1,5,0,3,3,1,0.08274116595150749,0.13131494984046968,0.23628691983122363,0.42857142857142855,0.9393939393939394,0.0,0.625,0.24222901845895065
452,QY74517,0,3,0,0,3,53,4,0,1,2,1,5,0,1,0,0,0.04436531762054833,0.0,0.05063291139240506,0.6857142857142857,0.5757575757575758,0.0,0.375,0.18163686206739582
453,NM88660,3,2,0,1,4,21,1,1,0,2,0,1,0,0,0,2,0.02072861219930016,0.490893269721247,0.12658227848101267,0.4,0.6868686868686869,0.0,0.0,0.008710255001631062
454,MZ82036,2,2,0,0,1,36,1,1,1,0,1,3,1,1,0,1,0.03673512942731688,0.42544083375841407,0.008438818565400843,0.8571428571428571,0.5757575757575758,0.0,0.625,0.12969680104434855
455,ID20929,1,3,0,0,0,6,2,1,1,0,0,0,0,1,0,1,0.010548467289587485,0.29931687020533904,0.05485232067510549,0.7142857142857143,0.3434343434343434,0.0,0.0,0.14452621132157872
456,EY50028,1,2,0,1,2,13,4,1,2,1,0,2,1,0,5,1,0.017089335722509338,0.0,0.10548523206751055,0.14285714285714285,0.5555555555555556,0.0,0.0,0.13761577098232983
457,TT82373,0,1,0,1,0,55,1,0,1,1,1,4,0,1,4,1,0.111008994086428,0.21454076274492154,0.32489451476793246,0.42857142857142855,0.35353535353535354,0.0,0.375,0.32435837890856567
458,OH64088,0,1,0,0,3,58,1,1,1,2,0,0,0,0,0,1,0.06726927327443469,0.3335133675398326,0.016877637130801686,0.9142857142857143,0.5252525252525253,0.0,0.125,0.11700808930351524
459,SK97780,2,1,0,1,0,31,2,0,2,1,0,2,0,1,5,0,0.10086006892371516,0.15754993448755264,0.12236286919831224,0.7714285714285715,0.37373737373737376,0.0,0.125,0.11725856519888522
460,IO33050,3,3,0,0,3,21,1,0,2,0,1,5,0,2,0,1,0.03956171590634167,0.40176633560376473,0.016877637130801686,0.02857142857142857,0.47474747474747475,0.2,0.25,0.10463363535495368
461,XA55917,0,1,0,0,1,44,0,0,1,1,1,3,0,3,3,1,0.08149377846232007,0.26053950250547603,0.21940928270042195,0.2857142857142857,0.15151515151515152,0.2,1.0,0.2139772680966884
462,JK32620,1,2,0,0,1,11,4,1,1,2,1,5,1,3,0,1,0.004012905131218636,0.0,0.029535864978902954,0.08571428571428572,0.04040404040404041,0.0,0.0,0.11278435102404324
463,RQ19236,0,0,0,0,2,49,1,1,2,1,1,4,1,3,4,1,0.07546351851651026,0.5542153009071724,0.16455696202531644,0.6857142857142857,0.5353535353535354,0.0,0.375,0.08968184319579531
464,QC47433,1,3,0,0,1,10,2,1,1,1,1,4,1,1,0,2,0.008061533052875354,0.12461367659855373,0.0379746835443038,0.11428571428571428,0.41414141414141414,0.0,0.0,0.11610254432733735
465,RA93608,1,3,0,1,0,13,1,1,1,1,1,4,0,0,5,2,0.19865472281284102,0.6463228013322532,0.06329113924050633,0.6857142857142857,0.32323232323232326,0.2,0.125,0.12605712423721965
466,XH97711,1,1,0,0,0,2,1,1,2,1,0,2,3,0,0,1,0.006539556515376326,0.8315579960192436,0.0,0.7142857142857143,0.7070707070707071,0.0,0.0,0.06189219825875518
467,AU96286,1,3,0,1,0,7,4,0,1,2,0,0,3,3,0,1,0.015592431785437772,0.0,0.1308016877637131,0.5714285714285714,0.5050505050505051,0.0,0.0,0.22892111663933673
468,KC17170,3,0,0,0,0,20,1,0,0,1,0,2,0,1,0,1,0.04381323078464273,0.5443234214500755,0.029535864978902954,0.2571428571428571,0.08080808080808081,0.0,0.5,0.026062626596700316
469,ZN47335,2,1,0,1,1,31,1,1,0,0,0,2,0,3,3,2,0.10389020522001297,0.6832198117642352,0.29535864978902954,0.11428571428571428,0.6767676767676768,0.0,1.0,0.10607316542749608
470,EI46264,2,1,0,0,3,25,1,1,0,1,1,4,1,1,0,1,0.007857384751359308,0.5663176003440654,0.016877637130801686,0.7714285714285715,0.36363636363636365,0.4,0.0,0.029009249996472086
471,EK87864,0,0,0,0,1,51,1,0,0,1,2,7,0,0,0,1,0.011346792904106114,0.38984407037337093,0.0379746835443038,0.7714285714285715,0.2222222222222222,0.0,0.0,0.04817979312143858
472,GV45403,1,0,0,2,0,12,4,1,1,0,0,1,0,1,5,1,0.07195516959564799,0.0,0.2109704641350211,0.9142857142857143,0.13131313131313133,0.0,0.25,0.209926499284279
473,QK31192,2,0,0,2,3,33,4,1,1,1,0,1,3,1,5,1,0.02678613957256288,0.0,0.22362869198312235,0.34285714285714286,0.43434343434343436,0.0,0.0,0.21811084795330365
474,LU89008,0,0,0,1,1,54,4,0,1,2,1,5,0,0,0,1,0.04983013330587838,0.0,0.09282700421940929,1.0,0.8787878787878788,0.0,0.875,0.2170390445560191
475,NS10490,0,3,0,0,0,42,1,0,1,1,1,5,1,0,5,1,0.15057106026809808,0.8325081765535451,0.0379746835443038,0.45714285714285713,0.3333333333333333,0.0,0.125,0.11610254432733735
476,KL98495,0,2,0,0,1,49,4,1,1,1,1,4,0,0,5,1,0.08092156326012623,0.0,0.05485232067510549,0.2,0.9393939393939394,0.0,0.125,0.14743721115107852
477,IU96845,3,0,0,1,1,22,1,1,0,1,1,5,0,2,0,1,0.05388199328560892,0.32396155269501203,0.08016877637130802,0.5714285714285714,0.36363636363636365,0.0,0.875,0.031563939118257965
478,QL93655,3,3,0,1,3,25,1,0,2,1,1,5,1,0,5,1,0.11759526804872407,0.6655064462247827,0.14345991561181434,0.4,0.6464646464646465,0.0,0.125,0.10982729190633261
479,QZ42725,1,4,0,0,0,0,4,0,1,2,1,5,1,0,0,1,0.00507047329635338,0.0,0.012658227848101266,0.34285714285714286,0.24242424242424243,0.0,0.0,0.15923905727016066
